shortName;sector;industry;ticker;last_price;range_52_weeks;averageVolume10days;dividendYield;est_avg_dividend_yield_3y;exDividendDate;profitMargins;trailingPE;forwardPE;trailingEps;forwardEps;beta;marketCap;mostRecentQuarter;currency
BANK OF IRELAND GROUP PLC;Financial Services;Banks—Regional;birg.ir;5.73799991607666;4.59 - 7.02;1634535;0.009;0.010166143985101095;1652313600;0.32904;17.655384;8.197143;0.325;0.7;1.719214;6191302144;1640908800;EUR
BARBARA BUI;Consumer Cyclical;Apparel Manufacturing;bui.pa;7.550000190734863;5.30 - 15.60;13;N/A;0.0;1252972800;-0.04833;N/A;N/A;-1.911;N/A;0.894585;5093607;1640908800;EUR
BARCO;Technology;Electronic Components;bar.br;23.520000457763672;17.32 - 25.70;70956;0.015700001;0.010722377909226968;1652054400;0.031600002;N/A;4.8796678;-0.05;4.82;1.407762;2089749760;1656547200;EUR
BASIC-FIT;Consumer Cyclical;Leisure;bfit.as;39.540000915527344;33.52 - 49.24;131027;N/A;0.0;N/A;-0.44035;N/A;44.426968;-2.173;0.89;1.896981;2609639936;1640908800;EUR
BASSAC;Real Estate;Real Estate—Development;bass.pa;59.599998474121094;55.40 - 78.00;318;0.0424;0.04194630979874143;1652745600;0.0;9.568149;N/A;6.229;N/A;N/A;955888640;1656547200;EUR
BASTIDE LE CONFORT;Healthcare;Medical Distribution;blc.pa;36.70000076293945;32.50 - 50.70;1408;0.0075;0.004904632050628412;1641513600;0.03029;24.160631;13.443224;1.519;2.73;0.967896;267883216;1625011200;EUR
BE Semiconductor Industries N.V;Technology;Semiconductor Equipment & Materials;besi.as;50.400001525878906;39.82 - 89.20;530598;0.0638;0.0179232798806464;1651536000;0.36983;25.899282;14.038998;1.946;3.59;1.497843;3893178368;1656547200;EUR
BEFIMMO;Real Estate;REIT—Office;befb.br;47.400001525878906;30.12 - 49.55;5004;0.0388;0.07109704412477892;1651622400;1.37638;22.21181;N/A;2.134;N/A;N/A;1280198144;1656547200;EUR
BEKAERT;Industrials;Metal Fabrication;bekb.br;31.520000457763672;29.44 - 45.60;45004;0.0434;0.01797800312300095;1652313600;0.08092;13.909973;N/A;2.266;N/A;N/A;1805383680;1656547200;EUR
BELIEVE;Consumer Cyclical;Specialty Retail;blv.pa;8.699999809265137;7.49 - 20.00;18507;N/A;0.0;N/A;-0.052059997;N/A;N/A;-0.327;N/A;N/A;833833152;1640908800;EUR
BELRECA;Financial Services;Asset Management;belr.br;6.0;6.00 - 164.00;54;0.2275;0.35555555555555557;1647216000;0.0;0.8437632;N/A;7.111;N/A;0.257307;1893564;1625011200;EUR
BELSHIPS;Industrials;Marine Shipping;belco.ol;16.139999389648438;11.11 - 26.50;1261120;0.15439999;0.039239984961804183;1652659200;0.16896;N/A;3.7188938;-0.741;4.34;N/A;4079368704;1648684800;NOK
BELUGA;Financial Services;Asset Management;belu.br;3.0;2.48 - 3.30;132;N/A;0.05311111111111111;1621987200;0.19753;2.0;N/A;1.5;N/A;0.223766;4087380;1625011200;EUR
BENETEAU;Consumer Cyclical;Leisure;ben.pa;11.0;9.45 - 16.24;46653;0.026800001;0.0069696969696969695;1655856000;0.05982;23.305084;16.17647;0.472;0.68;1.139913;897002624;1640908800;EUR
BenevolentAI;Healthcare;Biotechnology;bai.as;5.150000095367432;4.70 - 10.00;392;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;EUR
Benfica SAD;Communication Services;Entertainment;slben.ls;3.9000000953674316;3.00 - 5.96;2727;N/A;0.0;N/A;-0.42023;N/A;N/A;-2.357;N/A;0.703402;89700000;1640908800;EUR
BERGENBIO;Healthcare;Biotechnology;bgbio.ol;11.920000076293945;10.45 - 24.54;101714;N/A;0.0;N/A;0.0;N/A;-4.1533103;-3.431;-2.87;1.687589;1054387136;1648684800;NOK
BETER BED HOLDING;Consumer Cyclical;Furnishings, Fixtures & Appliances;bbed.as;3.825000047683716;3.40 - 6.12;14986;0.0381;0.0;1652400000;0.05412;12.33871;3.011811;0.31;1.27;1.582654;103988744;1656547200;EUR
BEVER HOLDING Gewone aandelen;Real Estate;Real Estate Services;bever.as;3.9000000953674316;3.46 - 4.30;6;N/A;0.0;1081900800;0.0;N/A;N/A;-0.11;N/A;-0.103497;66524252;1625011200;EUR
BEWI;Consumer Cyclical;Packaging & Containers;bewi.ol;59.400001525878906;28.90 - 81.80;102753;0.0162;0.002356902296357786;1654214400;0.05461;27.861164;N/A;2.132;N/A;N/A;9302693888;1648684800;NOK
BIC;Consumer Defensive;Household & Personal Products;bb.pa;58.849998474121094;43.64 - 60.95;34137;0.038900003;0.02407250133217313;1653868800;0.1137;11.525656;10.837937;5.106;5.43;0.428366;2623579904;1648684800;EUR
BIGBEN INTERACTIVE;Technology;Consumer Electronics;big.pa;13.140000343322754;12.60 - 18.66;13000;0.020399999;0.007610349877259796;1658880000;0.02861;17.064936;7.064516;0.77;1.86;1.247244;256516464;1648684800;EUR
BIOCARTIS;Healthcare;Diagnostics & Research;bcart.br;1.6460000276565552;1.64 - 4.38;56326;N/A;0.0;N/A;-1.3019;N/A;N/A;-1.112;N/A;1.597508;94720224;1640908800;EUR
BIOMERIEUX;Healthcare;Diagnostics & Research;bim.pa;99.19999694824219;80.36 - 133.20;80352;0.008;0.0039986560369919;1654473600;0.17804001;29.090908;43.893803;3.41;2.26;-0.057498;11725836288;1640908800;EUR
BIOTALYS NV;Basic Materials;Agricultural Inputs;btls.br;7.239999771118164;5.84 - 7.76;1941;N/A;0.0;N/A;0.0;N/A;-11.138462;-20.043;-0.65;N/A;217347696;1640908800;EUR
BLEECKER;Real Estate;REIT—Diversified;blee.pa;176.0;127.00 - 222.00;9;0.23040001;0.0;1653264000;3.9408898;6.2168846;N/A;28.31;N/A;0.036895;197945440;1646006400;EUR
BNP PARIBAS ACT.A;Financial Services;Banks—Regional;bnp.pa;46.625;40.67 - 68.07;2508493;0.0798;0.04117962466487935;1653264000;0.23632;8.20285;6.604108;5.684;7.06;N/A;57550635008;1656547200;EUR
BOIRON;Healthcare;Drug Manufacturers—Specialty & Generic;boi.pa;46.70000076293945;32.60 - 48.60;3775;0.0208;0.021770163812791215;1654041600;0.06273;31.195726;9.49187;1.497;4.92;0.520843;817992512;1640908800;EUR
BOLLORE SE;Communication Services;Entertainment;bol.pa;4.650000095367432;3.98 - 5.42;992432;0.012200001;0.010035842088080471;1654732800;0.28683;29.062502;N/A;0.16;N/A;N/A;13634358272;1656547200;EUR
BONDUELLE;Consumer Defensive;Packaged Foods;bon.pa;13.359999656677246;12.94 - 22.80;12669;0.0342;0.03368263559610892;1641168000;0.0177;7.6342854;5.5899577;1.75;2.39;0.729276;428296192;1640908800;EUR
BONE THERAPEUTICS;Healthcare;Biotechnology;bothe.br;0.2590000033378601;0.23 - 2.77;181952;N/A;0.0;N/A;0.0;N/A;N/A;-1.018;N/A;0.216099;5519419;1640908800;EUR
BONHEUR;Industrials;Conglomerates;bonhr.ol;383.5;277.50 - 402.00;19027;0.0112;0.0072142546718817905;1653609600;0.01327;N/A;N/A;-28.181;N/A;1.303306;16310983680;1656547200;NOK
BORGESTAD;Industrials;Building Products & Equipment;bor.ol;1.9900000095367432;1.85 - 17.55;164181;N/A;0.0;1307664000;-0.02566;N/A;-1.9134616;-13.4;-1.04;1.389554;25322352;1648684800;NOK
BORR DRILLING;Energy;Oil & Gas Drilling;borr.ol;39.595001220703125;11.48 - 66.49;1594665;N/A;0.0;N/A;-0.68088996;N/A;-2.9770677;-17.512;-13.3;3.347388;5417071104;1648684800;NOK
BORREGAARD;Basic Materials;Specialty Chemicals;brg.ol;165.60000610351562;148.00 - 231.00;45009;0.0159;0.014291464851681687;1649376000;0.12544;34.39967;19.345795;4.814;8.56;0.194537;16491293696;1656547200;NOK
BOSKALIS WESTMIN;Industrials;Engineering & Construction;boka.as;32.279998779296875;22.50 - 33.56;75590;0.0156;0.010326311832053731;1652659200;0.051020004;N/A;19.10059;-0.74;1.69;1.021082;4174610944;1640908800;EUR
BOURSE DIRECT;Financial Services;Capital Markets;bsd.pa;3.059999942779541;2.32 - 3.43;1124;0.0231;0.00762527247374344;1652918400;0.15732999;28.073395;N/A;0.109;N/A;1.158121;166022128;1640908800;EUR
Boussard Gavaudan;Financial;Asset Management;bghl.as;23.100000381469727;21.60 - 24.00;1629;N/A;0.0;N/A;0.68122;7.023918;N/A;3.303;N/A;0.38045;634791488;1640908800;EUR
BOUVET;Technology;Information Technology Services;bouv.ol;63.79999923706055;54.90 - 79.20;51556;0.0359;0.061520376911227616;1653004800;0.1035;2.7405498;21.999998;23.28;2.9;0.91998;6622184960;1648684800;NOK
BOUYGUES;Industrials;Engineering & Construction;en.pa;29.989999771118164;27.44 - 37.22;847061;0.061;0.04779370937887447;1651536000;0.02553;16.387978;10.235495;1.83;2.93;1.056061;11387862016;1648684800;EUR
BPOST;Industrials;Integrated Freight & Logistics;bpost.br;6.125;5.25 - 8.44;155751;0.0817;0.03972789115646259;1652659200;0.053779997;N/A;5.619266;-0.1;1.09;1.408241;1225006080;1648684800;EUR
BQUE NAT. BELGIQUE;Financial Services;Banks—Regional;bnb.br;1605.0;1,600.00 - 1,785.00;47;0.086;0.04742284527518173;1652832000;0.41193;0.971338;N/A;1652.36;N/A;0.458552;642000000;N/A;EUR
BREDERODE;Financial Services;Asset Management;breb.br;104.4000015258789;82.00 - 137.00;5101;0.011;0.0;1652659200;1.03176;11.676546;N/A;8.941;N/A;0.592237;3059504640;1640908800;EUR
BRIGADE-M3 EUROPEAN ACQUISITION;Financial Services;Shell Companies;bace.as;9.75;9.66 - 9.80;0;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;USD
BRIGADE-M3 EUROPEAN ACQUISITION;Financial Services;Shell Companies;baceu.as;9.800000190734863;9.70 - 10.10;0;N/A;0.0;N/A;0.0;N/A;N/A;N/A;N/A;N/A;N/A;N/A;USD
Koninklijke Brill;Communication Services;Publishing;brill.as;24.399999618530273;18.40 - 25.20;3460;0.0357;0.017076502999214573;1653609600;0.064780004;15.79288;12.2;1.545;2.0;0.529947;45736336;1640908800;EUR
BRUNEL INTERNAT;Industrials;Staffing & Employment Services;brnl.as;9.6899995803833;9.07 - 12.82;27735;0.040700004;0.020639835775110398;1653264000;0.02507;31.461039;19.38;0.308;0.5;N/A;488385664;1656547200;EUR
BUREAU VERITAS;Industrials;Consulting Services;bvi.pa;26.219999313354492;23.27 - 30.30;436528;0.0197;0.01881515431932397;1656979200;0.08545999;93.978485;24.97143;0.279;1.05;0.983708;11861219328;1656547200;EUR
BURELLE;Consumer Cyclical;Auto Parts;bur.pa;500.0;474.00 - 794.00;88;0.0293;0.02;1653350400;0.00958;N/A;N/A;-66.102;N/A;N/A;876494976;1656547200;EUR
BW ENERGY LIMITED;Energy;Oil & Gas E&P;bwe.ol;27.299999237060547;18.84 - 33.95;196881;N/A;0.0;N/A;0.22767;N/A;N/A;-1.494;N/A;2.535921;7043235840;1648684800;NOK
BW LPG;Industrials;Marine Shipping;bwlpg.ol;81.6500015258789;41.46 - 87.80;257412;0.1496;0.01906511497336938;1653350400;0.24791999;5.5829062;8.374359;14.625;9.75;1.558217;11200339968;1648684800;NOK
BW OFFSHORE LIMITED;Energy;Oil & Gas Equipment & Services;bwo.ol;30.280000686645508;23.70 - 35.70;446913;0.0517;0.05749669618626657;1654646400;0.01642;N/A;44.52941;-12.5;0.68;2.419741;5475078656;1648684800;NOK
BYGGMA;Industrials;Building Products & Equipment;bma.ol;29.700000762939453;24.00 - 36.60;5711;0.034;0.10213243284217073;1654041600;0.07883;1.6601454;N/A;17.89;N/A;1.093435;2073624320;1648684800;NOK
CA TOULOUSE 31 CCI;Financial Services;Banks—Regional;cat31.pa;70.5;65.30 - 92.00;395;0.0584;0.05692671394799054;1650326400;0.2647;9.134491;N/A;7.718;N/A;0.515572;322715168;1640908800;EUR
CABKA N.V.;Consumer Cyclical;Packaging & Containers;cabka.as;7.360000133514404;5.72 - 11.80;16398;N/A;0.0;N/A;0.02843;N/A;N/A;N/A;N/A;N/A;N/A;N/A;EUR
